"","lr_cols_data.day","lr_cols_data.year","lr_cols_data.mo","lr_cols_data.da","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"35",5,2012,8,17,0.861214374225527,0.84324942791762,0.00239709684937132,0.941176470588235,0.176470588235294,0.309462915601023,0.0687361419068736,0.858657243816254,0.829629629629629,0,NA,0,0.445703493862134
"36",1,2012,8,20,0.780669144981413,0.797482837528604,0.0026079525907512,1,0.0427807486631016,0.179028132992327,NA,0.742049469964664,0.766666666666667,0,NA,0,0.350330500472144
"37",2,2012,8,21,0.798017348203222,0.803203661327231,0.00294088270871944,1,0.133689839572193,0.232736572890026,NA,0.776207302709069,0.727160493827161,0,NA,0,0.358829084041549
"38",3,2012,8,22,0.810408921933086,0.838672768878718,0.00339588720327604,0.976470588235294,0.0909090909090909,0.130434782608696,NA,0.765606595995289,0.72962962962963,0,NA,0,0.379603399433428
"39",4,2012,8,23,0.821561338289963,0.854691075514874,0.00348466856806756,0.870588235294118,0.106951871657754,0.153452685421995,NA,0.811542991755006,0.749382716049383,0,NA,0,0.445703493862134
"40",5,2012,8,24,0.853779429987608,0.845537757437071,0.00351796157986439,0.917647058823529,0.106951871657754,0.104859335038363,NA,0.848056537102473,0.791358024691358,0,NA,0,0.471199244570349
"41",1,2012,8,27,0.786864931846345,0.907322654462242,0.00340698487387498,0.835294117647059,0.144385026737968,0.153452685421995,0.0909090909090909,0.776207302709069,0.660493827160494,0.0022075055187638,NA,1,0.421152030217186
"42",2,2012,8,28,0.861214374225527,0.919908466819222,0.00249697588476179,0.882352941176471,0.320855614973262,0.332480818414322,0.197339246119734,0.83510011778563,0.838271604938271,0.165562913907285,NA,0,0.457979225684608
"43",3,2012,8,29,0.804213135068154,0.757437070938215,0.00277441764973532,1,0.251336898395722,0.309462915601023,0.155210643015521,0.752650176678445,0.771604938271605,0.0022075055187638,NA,0,0.42304060434372
"44",4,2012,8,30,0.788104089219331,0.71395881006865,0.00317393379129721,1,0.133689839572193,0.332480818414322,0.133037694013304,0.787985865724382,0.682716049382716,0,NA,0,0.487252124645892
"45",5,2012,8,31,0.871127633209418,0.790617848970252,0.00302966407351097,0.988235294117647,0.20855614973262,0.437340153452685,0.288248337028825,0.882214369846879,0.816049382716049,0,NA,0,0.565627950897073
"46",1,2012,9,3,0.810408921933086,0.893592677345538,0.00341808254447391,1,0.240641711229947,0.283887468030691,NA,0.752650176678445,0.660493827160494,0,NA,0,0.25590179414542
"47",2,2012,9,4,0.795539033457249,0.931350114416476,0.00308515242650567,0.858823529411765,0.251336898395722,0.332480818414322,NA,0.752650176678445,0.727160493827161,0.00441501103752759,NA,0,0.475920679886686
"48",3,2012,9,5,0.827757125154895,0.966819221967963,0.00229721781398085,0.611764705882353,0.288770053475936,0.358056265984655,0.197339246119734,0.765606595995289,0.854320987654321,0.0286975717439294,NA,0,0.471199244570349
"49",4,2012,9,6,0.802973977695167,0.895881006864989,0.0024747805435639,0.964705882352941,0.122994652406417,0.232736572890026,NA,0.752650176678445,0.749382716049383,0.130242825607064,NA,0,0.4438149197356
"50",5,2012,9,7,0.850061957868649,0.924485125858123,0.00257465957895438,0.847058823529412,0.144385026737968,0.130434782608696,NA,0.83510011778563,0.771604938271605,0,NA,0,0.545797922568461
"51",1,2012,9,10,0.706319702602231,0.710526315789474,0.00280771066153214,1,0.304812834224599,0.437340153452685,0.266075388026608,0.659599528857479,0.660493827160494,0.0353200883002208,NA,0,0.50519357884797
"52",2,2012,9,11,0.674101610904585,0.627002288329519,0.00376211033304109,1,0.165775401069519,0.388746803069054,0.266075388026608,0.67020023557126,0.64320987654321,0,NA,0,0.395656279508971
"53",3,2012,9,12,0.744733581164808,0.717391304347826,0.00416162647460298,1,0.112299465240642,0.179028132992327,NA,0.765606595995289,0.655555555555556,0,NA,0,0.518413597733711
"54",4,2012,9,13,0.768277571251549,0.775743707093821,0.00426150550999346,1,0.171122994652406,0.179028132992327,NA,0.765606595995289,0.74320987654321,0,NA,0,0.500472143531634
"55",5,2012,9,14,0.769516728624535,0.808924485125858,0.0038175986860358,0.964705882352941,0.122994652406417,0.179028132992327,NA,0.765606595995289,0.660493827160494,0,NA,0,0.478753541076487
"56",1,2012,9,17,0.719950433705081,0.697940503432494,0.00325161748548979,1,0.117647058823529,0.104859335038363,NA,0.729093050647821,0.571604938271605,0,NA,0,0.330500472143532
"57",2,2012,9,18,0.770755885997522,0.890160183066361,0.00253026889655861,0.717647058823529,0.294117647058824,0.411764705882353,0.288248337028825,0.707891637220259,0.682716049382716,0.0242825607064018,NA,1,0.428706326723324
"58",3,2012,9,19,0.722428748451053,0.790617848970252,0.00290758969692262,0.717647058823529,0.336898395721925,0.462915601023018,0.288248337028825,0.681978798586572,0.680246913580247,0.150110375275938,NA,0,0.481586402266289
"59",4,2012,9,20,0.65179677819083,0.70137299771167,0.00360674294465592,1,0.245989304812834,0.332480818414322,0.197339246119734,0.623085983510012,0.655555555555556,0.00883002207505519,NA,0,0.396600566572238
"60",5,2012,9,21,0.697645600991326,0.763157894736842,0.00331820350908344,1,0.251336898395722,0.358056265984655,0.177383592017738,0.681978798586572,0.616049382716049,0,NA,0,0.521246458923513
"61",1,2012,9,24,0.627013630731103,0.610983981693364,0.0034402778856718,1,0.176470588235294,0.232736572890026,0.133037694013304,0.60188457008245,0.632098765432099,0,NA,0,0.434372049102927
"62",2,2012,9,25,0.664188351920694,0.645308924485126,0.00355125459166121,1,0.262032085561497,0.309462915601023,0.0421286031042129,0.67020023557126,0.544444444444445,0,NA,0,0.463644948064212
"63",3,2012,9,26,0.734820322180917,0.798627002288329,0.00329600816788557,1,0.229946524064171,0.283887468030691,NA,0.716136631330978,0.749382716049383,0,NA,0,0.285174693106704
"64",4,2012,9,27,0.75092936802974,0.839816933638444,0.00337369186207815,0.847058823529412,0.0962566844919786,0.358056265984655,0.133037694013304,0.692579505300353,0.660493827160494,0.0022075055187638,NA,0,0.489140698772427
"65",5,2012,9,28,0.703841387856258,0.855835240274599,0.00341808254447391,0.517647058823529,0.272727272727273,0.332480818414322,0.197339246119734,0.636042402826855,0.616049382716049,0.0551876379690949,NA,1,0.567516525023607
"66",1,2012,10,1,0.646840148698885,0.684210526315789,0.00246368287296497,1,0.251336898395722,0.537084398976982,0.421286031042129,0.646643109540636,0.632098765432099,0.101545253863135,NA,0,0.427762039660057
"67",2,2012,10,2,0.685254027261462,0.768878718535469,0.00294088270871944,0.682352941176471,0.128342245989305,0.179028132992327,NA,0.646643109540636,0.718518518518519,0,NA,0,0.463644948064212
"68",3,2012,10,3,0.708798017348203,0.884439359267734,0.0030629570853078,0,0.18716577540107,0.179028132992327,NA,0.681978798586572,0.749382716049383,0.0993377483443709,NA,1,0.377714825306893
"69",4,2012,10,4,0.745972738537794,0.906178489702517,0.00332930117968238,0.164705882352941,0.117647058823529,0.258312020460358,NA,0.686690223792697,0.749382716049383,0.0022075055187638,NA,1,0.426817752596789
"70",5,2012,10,5,0.736059479553903,0.831807780320366,0.00307405475590674,0.811764705882353,0.176470588235294,0.179028132992327,NA,0.742049469964664,0.727160493827161,0,NA,0,0.558073654390935
"71",1,2012,10,8,0.514250309789343,0.639588100686499,0.00376211033304109,0.882352941176471,0.18716577540107,0.332480818414322,0.219512195121951,0.480565371024735,0.520987654320988,0.0441501103752759,NA,0,0.258734655335222
"72",2,2012,10,9,0.562577447335812,0.703661327231121,0.00369552430944744,0.823529411764706,0.299465240641711,0.388746803069054,0.266075388026608,0.495877502944641,0.593827160493827,0.101545253863135,NA,0,0.441926345609065
"73",3,2012,10,10,0.617100371747212,0.764302059496567,0.00271892929674061,0.705882352941177,0.27807486631016,0.332480818414322,0.197339246119734,0.586572438162544,0.632098765432099,0.00662251655629139,NA,0,0.508026440037772
"74",4,2012,10,11,0.557620817843866,0.552631578947368,0.00331820350908344,1,0.294117647058824,0.437340153452685,0.330376940133038,0.559481743227326,0.555555555555556,0.00441501103752759,NA,0,0.524079320113314
"75",5,2012,10,12,0.530359355638166,0.559496567505721,0.00356235226226015,1,0.283422459893048,0.411764705882353,0.246119733924612,0.559481743227326,0.569135802469136,0,NA,0,0.464589235127479
"76",1,2012,10,15,0.705080545229244,0.810068649885583,0.00227502247278296,0.929411764705882,0.240641711229947,0.437340153452685,0.266075388026608,0.659599528857479,0.72962962962963,0,NA,0,0.476864966949953
"77",2,2012,10,16,0.587360594795539,0.635011441647597,0.00204197139020519,0.988235294117647,0.310160427807487,0.332480818414322,0.246119733924612,0.575971731448763,0.593827160493827,0.0264900662251656,NA,0,0.472143531633617
"78",3,2012,10,17,0.539033457249071,0.583524027459954,0.00280771066153214,1,0.0695187165775401,0.209718670076726,NA,0.530035335689046,0.520987654320988,0,NA,0,0.484419263456091
"79",4,2012,10,18,0.599752168525403,0.683066361556064,0.00300746873231309,0.964705882352941,0.165775401069519,0.179028132992327,0.0421286031042129,0.586572438162544,0.504938271604938,0,NA,0,0.498583569405099
"80",5,2012,10,19,0.679058240396531,0.847826086956522,0.00243038986116814,0.541176470588235,0.27807486631016,0.388746803069054,0.219512195121951,0.599528857479387,0.655555555555556,0.0551876379690949,NA,1,0.60056657223796
"81",1,2012,10,22,0.612143742255266,0.607551487414188,0.00315173845009932,1,0.229946524064171,0.437340153452685,0.266075388026608,0.599528857479387,0.580246913580247,0,NA,0,0.47780925401322
"82",2,2012,10,23,0.627013630731103,0.662471395881007,0.00329600816788557,0.964705882352941,0.117647058823529,0.283887468030691,NA,0.575971731448763,0.632098765432099,0,NA,0,0.396600566572238
"83",3,2012,10,24,0.603469640644362,0.760869565217391,0.00342918021507285,0.576470588235294,0.219251336898396,0.179028132992327,NA,0.517078916372202,0.616049382716049,0.0154525386313466,NA,0,0.370160528800755
"84",4,2012,10,25,0.614622057001239,0.735697940503432,0.00387308703903051,1,0.160427807486631,0.153452685421995,NA,0.540636042402827,0.507407407407407,0,NA,0,0.386213408876298
"85",5,2012,10,26,0.649318463444858,0.759725400457666,0.00372881732124427,1,0.0802139037433155,0.104859335038363,NA,0.586572438162544,0.460493827160494,0,NA,0,0.468366383380548
"86",1,2012,10,29,0.600991325898389,0.75629290617849,0.000554883529947064,0.541176470588235,1,0.843989769820972,0.844789356984479,0.580683156654888,0.64320987654321,0.00662251655629139,NA,0,0.185080264400378
"87",2,2012,10,30,0.563816604708798,0.708237986270023,0,0.776470588235294,0.475935828877005,0.48849104859335,0.709534368070953,0.580683156654888,0.593827160493827,0.434878587196468,NA,0,0.254957507082153
"88",3,2012,10,31,0.511771995043371,0.643020594965675,0.00117635308348778,0.835294117647059,0.294117647058824,0.283887468030691,0.0687361419068736,0.538280329799764,0.532098765432099,0.0132450331125828,NA,0,0.422096317280453
"89",4,2012,11,1,0.486988847583643,0.576659038901602,0.00142050183666448,1,0.320855614973262,0.411764705882353,0.219512195121951,0.495877502944641,0.507407407407407,0.00883002207505519,NA,0,0.318224740321058
"90",5,2012,11,2,0.493184634448575,0.560640732265446,0.00159806456624754,1,0.27807486631016,0.258312020460358,0.246119733924612,0.453474676089517,0.544444444444445,0,NA,0,0.229461756373938
"91",1,2012,11,5,0.420074349442379,0.461098398169336,0.00302966407351097,1,0.294117647058824,0.411764705882353,0.219512195121951,0.389870435806832,0.444444444444444,0,NA,0,0.355996222851747
"92",2,2012,11,6,0.349442379182156,0.347826086956522,0.00366223129765062,1,0.25668449197861,0.283887468030691,0.0909090909090909,0.352179034157833,0.371604938271605,0.0154525386313466,NA,0,0.3890462700661
"93",3,2012,11,7,0.355638166047088,0.458810068649886,0.00284100367332897,0.682352941176471,0.540106951871658,1,0.929046563192905,0.389870435806832,0.358024691358025,0,NA,1,0.581680830972616
"94",4,2012,11,8,0.406443618339529,0.550343249427918,0.00193099468421578,0.423529411764706,0.812834224598931,0.974424552429668,1,0.480565371024735,0.349382716049383,0.54083885209713,NA,0,0.42304060434372
"95",5,2012,11,9,0.432465923172243,0.443935926773455,0.00300746873231309,0.976470588235294,0.513368983957219,0.716112531969309,0.662971175166297,0.447585394581861,0.420987654320988,0.0375275938189845,0.129807692307692,0,0.553352219074599
"96",1,2012,11,12,0.598513011152417,0.723112128146453,0.00452784960436804,0.694117647058824,0.155080213903743,0.179028132992327,0.0687361419068736,0.586572438162544,0.569135802469136,0,NA,1,0.420207743153919
"97",2,2012,11,13,0.545229244114003,0.692219679633867,0.00395077073322309,0.858823529411765,0.32620320855615,0.567774936061381,0.352549889135255,0.559481743227326,0.520987654320988,0.0132450331125828,NA,0,0.515580736543909
"98",3,2012,11,14,0.426270136307311,0.490846681922197,0.00476090068694582,0.952941176470588,0.411764705882353,0.48849104859335,0.330376940133038,0.374558303886926,0.433333333333333,0.0728476821192053,NA,0,0.493862134088763
"99",4,2012,11,15,0.396530359355638,0.434782608695652,0.00451675193376911,1,0.283422459893048,0.462915601023018,0.288248337028825,0.389870435806832,0.420987654320988,0,NA,0,0.491973559962229
"100",5,2012,11,16,0.415117719950434,0.486270022883295,0.00415052880400405,0.964705882352941,0.310160427807487,0.309462915601023,NA,0.389870435806832,0.444444444444444,0,NA,0,0.538243626062323
"101",1,2012,11,19,0.428748451053284,0.546910755148741,0.00480529136934157,1,0.336898395721925,0.358056265984655,0.197339246119734,0.453474676089517,0.444444444444444,0,NA,0,0.456090651558074
"102",2,2012,11,20,0.446096654275093,0.524027459954233,0.00367332896824957,1,0.192513368983957,0.283887468030691,0.110864745011086,0.432273262661955,0.469135802469136,0,NA,0,0.537299338999056
"103",3,2012,11,21,0.472118959107807,0.522883295194508,0.0036289382858538,1,0.224598930481283,0.358056265984655,0.177383592017738,0.453474676089517,0.482716049382716,0,NA,0,0.554296506137866
"104",4,2012,11,22,0.482032218091698,0.562929061784897,0.0038175986860358,1,0.181818181818182,0.332480818414322,NA,0.458186101295642,0.496296296296296,0,NA,0,0.26628895184136
"105",5,2012,11,23,0.494423791821561,0.615560640732265,0.00305185941470885,0.870588235294118,0.181818181818182,0.153452685421995,NA,0.458186101295642,0.460493827160494,0,NA,1,0.357884796978281
"106",1,2012,11,26,0.395291201982652,0.374141876430206,0.00314064077950038,1,0.262032085561497,0.358056265984655,0.219512195121951,0.374558303886926,0.420987654320988,0,NA,0,0.435316336166195
"107",2,2012,11,27,0.37546468401487,0.459954233409611,0.00390638005082734,0.647058823529412,0.235294117647059,0.179028132992327,NA,0.347467608951708,0.393827160493827,0,NA,0,0.454202077431539
"108",3,2012,11,28,0.360594795539034,0.478260869565217,0.00373991499184322,0.917647058823529,0.379679144385027,0.462915601023018,0.310421286031042,0.347467608951708,0.396296296296296,0.130242825607064,NA,0,0.387157695939566
"109",4,2012,11,29,0.360594795539034,0.399313501144165,0.00409504045100934,0.964705882352941,0.310160427807487,0.332480818414322,0.197339246119734,0.328621908127208,0.371604938271605,0.0022075055187638,NA,0,0.389990557129367
"110",5,2012,11,30,0.407682775712516,0.443935926773455,0.00429479852179028,0.917647058823529,0.251336898395722,0.388746803069054,0.197339246119734,0.363957597173145,0.416049382716049,0,NA,0,0.447592067988669
"111",1,2012,12,3,0.558859975216853,0.667048054919908,0.00359564527405697,0.647058823529412,0.20855614973262,0.309462915601023,NA,0.530035335689046,0.460493827160494,0.00883002207505519,NA,0,0.490084985835694
"112",2,2012,12,4,0.539033457249071,0.687643020594966,0.00375101266244215,0.482352941176471,0.155080213903743,0.179028132992327,NA,0.55359246171967,0.438271604938272,0.00883002207505519,NA,1,0.490084985835694
"113",3,2012,12,5,0.547707558859975,0.623569794050343,0.00302966407351097,0.894117647058823,0.336898395721925,0.411764705882353,0.310421286031042,0.504122497055359,0.469135802469136,0.0022075055187638,NA,0,0.3890462700661
"114",4,2012,12,6,0.329615861214374,0.340961098398169,0.00405064976861357,1,0.192513368983957,0.411764705882353,0.288248337028825,0.352179034157833,0.322222222222222,0.0022075055187638,NA,0,0.489140698772427
"115",5,2012,12,7,0.376703841387856,0.502288329519451,0.00373991499184322,0.752941176470588,0.101604278074866,0.232736572890026,NA,0.389870435806832,0.304938271604938,0,NA,0,0.577903682719547
"116",1,2012,12,10,0.519206939281289,0.715102974828375,0.00245258520236603,0.152941176470588,0.304812834224599,0.411764705882353,0.266075388026608,0.504122497055359,0.507407407407407,0.0772626931567329,NA,1,0.48819641170916
"117",2,2012,12,11,0.516728624535316,0.643020594965675,0.0026856362849438,0.682352941176471,0.320855614973262,0.411764705882353,0.266075388026608,0.517078916372202,0.504938271604938,0.0507726269315673,NA,1,0.449480642115203
"118",3,2012,12,12,0.392812887236679,0.418764302059497,0.00410613812160827,1,0.176470588235294,0.232736572890026,0.110864745011086,0.328621908127208,0.393827160493827,0.0022075055187638,NA,0,0.42304060434372
"119",4,2012,12,13,0.395291201982652,0.430205949656751,0.00452784960436804,1,0.0909090909090909,0.209718670076726,NA,0.363957597173145,0.371604938271605,0,NA,0,0.418319169027384
"120",5,2012,12,14,0.408921933085502,0.414187643020595,0.00392857539202522,1,0.219251336898396,0.388746803069054,0.246119733924612,0.387514723203769,0.322222222222222,0,NA,0,0.515580736543909
"121",1,2012,12,17,0.41635687732342,0.610983981693364,0.0024747805435639,0.482352941176471,0.508021390374332,0.437340153452685,0.310421286031042,0.411071849234393,0.458024691358025,0.0971302428256071,NA,0,0.516525023607177
"122",2,2012,12,18,0.482032218091698,0.657894736842105,0.00125403677768036,0.447058823529412,0.374331550802139,0.232736572890026,0.177383592017738,0.458186101295642,0.496296296296296,0.0750551876379691,NA,0,0.512747875354108
"123",3,2012,12,19,0.441140024783148,0.497711670480549,0.00204197139020519,1,0.497326203208556,0.567774936061381,0.443458980044346,0.387514723203769,0.482716049382716,0.0154525386313466,NA,0,0.46081208687441
"124",4,2012,12,20,0.38909541511772,0.480549199084668,0.00347357089746862,1,0.454545454545455,0.51150895140665,0.352549889135255,0.347467608951708,0.409876543209877,0.00441501103752759,NA,0,0.475920679886686
"125",5,2012,12,21,0.482032218091698,0.639588100686499,0.00084342296551954,0.658823529411765,0.502673796791444,0.746803069053709,0.64079822616408,0.480565371024735,0.458024691358025,0.123620309050773,NA,0,0.612842304060434
"126",1,2012,12,24,0.354399008674102,0.375286041189931,0.00300746873231309,1,0.160427807486631,0.232736572890026,0.177383592017738,0.318021201413428,0.333333333333333,0,NA,0,0.392823418319169
"127",2,2012,12,25,0.360594795539034,0.520594965675057,0.00301856640291203,0.623529411764706,0.25668449197861,0.309462915601023,0.246119733924612,0.36866902237927,0.349382716049383,0.0022075055187638,NA,0,0.237960339943343
"128",3,2012,12,26,0.294919454770756,0.438215102974828,0.00367332896824957,0.858823529411765,0.508021390374332,0.411764705882353,0.352549889135255,0.283863368669022,0.322222222222222,0.0286975717439294,NA,1,0.405099150141643
"129",4,2012,12,27,0.380421313506815,0.573226544622426,0.00084342296551954,0.529411764705882,0.663101604278075,0.79539641943734,0.864745011086475,0.434628975265018,0.385185185185185,0.185430463576159,NA,1,0.39943342776204
"130",5,2012,12,28,0.304832713754647,0.405034324942792,0.00291868736752155,0.929411764705882,0.53475935828877,0.48849104859335,0.443458980044346,0.305064782096584,0.346913580246914,0.0816777041942605,NA,0,0.429650613786591
"131",1,2012,12,31,0.286245353159851,0.345537757437071,0.00339588720327604,1,0.363636363636364,0.51150895140665,0.485587583148559,0.26266195524146,0.298765432098765,0,NA,0,0.358829084041549
"132",2,2013,1,1,0.364312267657993,0.418764302059497,0.00254136656715755,1,0.32620320855615,0.153452685421995,0.110864745011086,0.292108362779741,0.385185185185185,0,NA,0,0.263456090651558
"133",3,2013,1,2,0.231722428748451,0.268878718535469,0.00308515242650567,1,0.283422459893048,0.179028132992327,0.110864745011086,0.212014134275618,0.246913580246914,0,NA,0,0.356940509915014
"134",4,2013,1,3,0.247831474597274,0.310068649885584,0.00350686390926545,1,0.197860962566845,0.130434782608696,0.0221729490022173,0.199057714958775,0.274074074074074,0,NA,0,0.422096317280453
"135",5,2013,1,4,0.309789343246592,0.361556064073227,0.00310734776770356,1,0.347593582887701,0.258312020460358,0.223946784922395,0.257950530035336,0.346913580246914,0,NA,0,0.380547686496695
"136",1,2013,1,7,0.40272614622057,0.421052631578947,0.00372881732124427,1,0.304812834224599,0.209718670076726,0.0687361419068736,0.352179034157833,0.433333333333333,0,NA,0,0.395656279508971
"137",2,2013,1,8,0.400247831474597,0.439359267734554,0.00438357988658181,0.917647058823529,0.272727272727273,0.153452685421995,0.177383592017738,0.387514723203769,0.409876543209877,0,NA,0,0.388101983002833
"138",3,2013,1,9,0.438661710037175,0.501144164759725,0.00413943113340509,0.741176470588235,0.197860962566845,0.179028132992327,0.0421286031042129,0.39811542991755,0.458024691358025,0,NA,0,0.363550519357885
"139",4,2013,1,10,0.444857496902107,0.439359267734554,0.00438357988658181,0.988235294117647,0.315508021390374,0.209718670076726,0.110864745011086,0.387514723203769,0.469135802469136,0,NA,0,0.427762039660057
